product_id,author_id,rating,review_text,review_title,skin_type,skin_tone,is_recommended,feedback_count
P001,user_1996,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,oily,tan,1.0,44
P001,user_5939,5,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Amazing!,normal,light,1.0,14
P001,user_6070,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,oily,tan,1.0,20
P001,user_3067,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Amazing!,normal,tan,1.0,39
P001,user_7594,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,dry,medium,1.0,3
P001,user_1021,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,normal,medium,1.0,41
P001,user_5323,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Really good product,normal,deep,1.0,0
P001,user_2165,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,normal,light,1.0,10
P001,user_2986,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Amazing!,dry,light,1.0,16
P001,user_3710,5,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Amazing!,normal,fair,1.0,15
P001,user_5969,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,oily,fair,1.0,24
P001,user_3424,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,oily,fair,1.0,4
P001,user_4998,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,oily,light,1.0,26
P001,user_8783,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,normal,medium,1.0,43
P001,user_9570,4,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Really good product,combination,medium,1.0,1
P001,user_1990,4,The ingredients are amazing and it didn't irritate my sensitive skin.,Really good product,normal,fair,1.0,24
P001,user_9917,4,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Really good product,dry,deep,1.0,42
P001,user_9594,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,dry,tan,1.0,32
P001,user_1532,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,oily,fair,1.0,16
P001,user_7243,4,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Really good product,combination,tan,1.0,24
P001,user_1952,2,Terrible packaging! The pump broke after two uses and it leaks everywhere.,Disappointed,normal,fair,0.0,1
P001,user_3286,5,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Amazing!,oily,medium,1.0,26
P001,user_5087,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,normal,medium,1.0,44
P001,user_7896,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,normal,light,1.0,29
P001,user_8378,4,"Great product, worth every penny. My skin barrier has never felt stronger.",Really good product,oily,tan,1.0,34
P001,user_5737,4,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Really good product,normal,fair,1.0,30
P001,user_6271,4,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Really good product,combination,fair,1.0,28
P001,user_4317,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,dry,medium,1.0,3
P001,user_7934,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,oily,medium,1.0,3
P001,user_7765,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,dry,medium,1.0,31
P001,user_6992,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,normal,fair,1.0,27
P001,user_7102,5,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Amazing!,combination,light,1.0,36
P001,user_4710,4,The ingredients are amazing and it didn't irritate my sensitive skin.,Really good product,combination,medium,1.0,9
P001,user_2038,5,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Amazing!,oily,light,1.0,38
P001,user_3410,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,dry,deep,1.0,9
P001,user_9203,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,combination,tan,1.0,3
P001,user_5526,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,dry,medium,1.0,14
P001,user_4336,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,dry,medium,1.0,34
P001,user_5346,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,normal,medium,1.0,23
P001,user_8582,5,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Amazing!,oily,deep,1.0,23
P001,user_7531,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,oily,deep,1.0,2
P001,user_3594,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,normal,tan,1.0,39
P001,user_2970,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,dry,deep,1.0,35
P001,user_6847,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Really good product,oily,light,1.0,44
P001,user_1109,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,dry,light,1.0,39
P001,user_6055,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Really good product,combination,fair,1.0,41
P001,user_6874,5,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Amazing!,oily,medium,1.0,29
P001,user_3418,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,normal,fair,1.0,24
P001,user_9086,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Amazing!,oily,fair,1.0,0
P001,user_9909,2,"It left a very oily, greasy residue on my skin. Definitely not for oily skin types.",Disappointed,normal,tan,0.0,10
P001,user_7391,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,combination,light,1.0,15
P001,user_7545,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,dry,medium,0.5,42
P001,user_6543,1,Not hydrating at all. My skin felt tight and flaky an hour after applying.,Do not buy!,combination,tan,0.0,45
P001,user_5102,5,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Amazing!,dry,medium,1.0,20
P001,user_5872,4,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Really good product,oily,medium,1.0,27
P001,user_8434,5,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Amazing!,dry,light,1.0,44
P001,user_2451,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,combination,medium,1.0,2
P001,user_9234,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,normal,deep,1.0,34
P001,user_8049,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,dry,fair,1.0,14
P001,user_8793,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,normal,light,1.0,9
P001,user_5948,5,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Amazing!,oily,tan,1.0,2
P001,user_7473,5,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Amazing!,oily,fair,1.0,9
P001,user_6938,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,oily,medium,1.0,5
P001,user_7763,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,normal,fair,1.0,44
P001,user_5411,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,normal,fair,1.0,11
P001,user_6601,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,normal,light,1.0,42
P001,user_2312,1,"It started pilling under my makeup and SPF, creating tiny white flakes.",Do not buy!,oily,deep,0.0,22
P001,user_5817,5,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Amazing!,oily,light,1.0,0
P001,user_2824,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,normal,light,1.0,30
P001,user_8668,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,dry,light,1.0,45
P001,user_7514,4,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Really good product,dry,deep,1.0,29
P001,user_2299,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,combination,fair,1.0,3
P001,user_2038,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,normal,fair,1.0,2
P001,user_4406,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Amazing!,dry,medium,1.0,31
P001,user_1419,5,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Amazing!,normal,medium,1.0,26
P001,user_3887,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,normal,tan,1.0,1
P001,user_9696,4,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Really good product,combination,medium,1.0,13
P001,user_7402,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,combination,light,1.0,44
P001,user_7284,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,normal,light,1.0,31
P001,user_7122,4,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Really good product,combination,deep,1.0,41
P001,user_2983,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,combination,medium,1.0,18
P001,user_3289,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,normal,medium,1.0,15
P001,user_9436,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,oily,fair,1.0,2
P001,user_5215,5,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Amazing!,dry,fair,1.0,31
P001,user_7879,4,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Really good product,dry,deep,1.0,4
P001,user_4635,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,normal,deep,1.0,8
P001,user_6756,4,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Really good product,oily,fair,1.0,23
P001,user_1976,4,My skin is glowing after using this for a week. Highly recommend!,Really good product,dry,fair,1.0,29
P001,user_1050,4,It cleared my acne and reduced the redness significantly. Will buy again.,Really good product,dry,light,1.0,12
P001,user_2912,5,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Amazing!,oily,medium,1.0,4
P001,user_3488,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,oily,light,1.0,7
P001,user_4261,4,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Really good product,oily,fair,1.0,6
P001,user_1608,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,combination,deep,1.0,2
P001,user_5116,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,oily,light,1.0,22
P001,user_2923,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,oily,light,1.0,8
P001,user_3633,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,normal,deep,1.0,28
P001,user_4156,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,normal,tan,0.5,31
P001,user_6435,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,combination,deep,1.0,18
P001,user_3094,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,normal,medium,1.0,18
P001,user_1691,4,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Really good product,oily,fair,1.0,35
P001,user_6323,4,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Really good product,oily,tan,1.0,31
P001,user_7603,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,dry,deep,1.0,25
P001,user_1952,2,Broke me out in tiny bumps all over my forehead. Skin became very dry and irritated.,Disappointed,dry,fair,0.0,44
P001,user_3579,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,normal,fair,1.0,28
P001,user_5139,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Amazing!,dry,fair,1.0,37
P001,user_5554,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,oily,light,1.0,28
P001,user_7358,2,"It started pilling under my makeup and SPF, creating tiny white flakes.",Disappointed,combination,fair,0.0,20
P001,user_2301,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,oily,medium,1.0,33
P001,user_9485,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,normal,fair,1.0,20
P001,user_4280,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,combination,fair,1.0,33
P001,user_1788,2,Not hydrating at all. My skin felt tight and flaky an hour after applying.,Disappointed,combination,light,0.0,32
P001,user_7913,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,normal,light,1.0,39
P001,user_5389,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,oily,tan,1.0,7
P001,user_9521,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,combination,tan,1.0,23
P001,user_5519,4,The ingredients are amazing and it didn't irritate my sensitive skin.,Really good product,dry,fair,1.0,39
P001,user_2861,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Amazing!,oily,medium,1.0,16
P001,user_9460,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Really good product,combination,deep,1.0,11
P001,user_7187,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,dry,medium,1.0,27
P001,user_4270,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,oily,light,1.0,2
P001,user_6462,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,oily,medium,0.5,11
P001,user_2226,5,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Amazing!,normal,light,1.0,22
P001,user_2715,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,oily,medium,1.0,7
P001,user_9817,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Amazing!,oily,tan,1.0,14
P001,user_4440,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,oily,tan,1.0,36
P001,user_4467,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,dry,deep,1.0,32
P001,user_3544,5,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Amazing!,normal,light,1.0,7
P001,user_4823,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,oily,tan,1.0,34
P001,user_9432,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Amazing!,oily,light,1.0,25
P001,user_2011,5,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Amazing!,combination,deep,1.0,29
P001,user_9875,4,"Great product, worth every penny. My skin barrier has never felt stronger.",Really good product,combination,medium,1.0,31
P001,user_1719,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,oily,fair,1.0,16
P001,user_8533,4,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Really good product,oily,tan,1.0,32
P001,user_7139,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Amazing!,oily,tan,1.0,3
P001,user_6904,5,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Amazing!,combination,deep,1.0,40
P001,user_8472,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,oily,light,0.5,26
P002,user_6384,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,combination,light,1.0,10
P002,user_8530,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,oily,medium,0.5,16
P002,user_6228,5,It cleared my acne and reduced the redness significantly. Will buy again.,Amazing!,dry,medium,1.0,20
P002,user_9710,4,My skin is glowing after using this for a week. Highly recommend!,Really good product,normal,tan,1.0,8
P002,user_4982,4,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Really good product,dry,light,1.0,26
P002,user_7427,4,The ingredients are amazing and it didn't irritate my sensitive skin.,Really good product,normal,tan,1.0,26
P002,user_6067,4,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Really good product,normal,fair,1.0,36
P002,user_2822,4,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Really good product,dry,medium,1.0,3
P002,user_5455,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,oily,deep,1.0,39
P002,user_5672,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Really good product,normal,deep,1.0,1
P002,user_6037,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,oily,medium,1.0,13
P002,user_2708,4,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Really good product,oily,deep,1.0,16
P002,user_5636,4,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Really good product,dry,deep,1.0,29
P002,user_1087,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,dry,fair,1.0,30
P002,user_8763,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Amazing!,oily,fair,1.0,22
P002,user_7557,4,The ingredients are amazing and it didn't irritate my sensitive skin.,Really good product,dry,tan,1.0,28
P002,user_2147,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,dry,medium,1.0,35
P002,user_6908,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,dry,medium,1.0,26
P002,user_6930,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Amazing!,normal,medium,1.0,21
P002,user_8876,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,oily,deep,0.5,6
P002,user_2927,5,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Amazing!,dry,deep,1.0,27
P002,user_2485,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,normal,fair,1.0,43
P002,user_3807,4,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Really good product,dry,deep,1.0,18
P002,user_7892,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Amazing!,combination,deep,1.0,10
P002,user_8603,5,The ingredients are amazing and it didn't irritate my sensitive skin.,Amazing!,dry,tan,1.0,5
P002,user_6476,5,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Amazing!,dry,tan,1.0,37
P002,user_5536,4,It cleared my acne and reduced the redness significantly. Will buy again.,Really good product,combination,light,1.0,23
P002,user_4254,4,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Really good product,combination,medium,1.0,28
P002,user_6938,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base.,Really good product,normal,deep,1.0,39
P002,user_8724,5,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Amazing!,combination,medium,1.0,4
P002,user_1869,4,The ingredients are amazing and it didn't irritate my sensitive skin.,Really good product,dry,tan,1.0,33
P002,user_7536,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Amazing!,oily,tan,1.0,33
P002,user_2357,4,My skin is glowing after using this for a week. Highly recommend!,Really good product,combination,deep,1.0,45
P002,user_9429,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,normal,medium,1.0,33
P002,user_3145,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,normal,fair,1.0,14
P002,user_1781,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,dry,medium,1.0,20
P002,user_7314,4,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Really good product,normal,light,1.0,11
P002,user_7779,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,combination,medium,1.0,34
P002,user_7901,5,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Amazing!,combination,fair,1.0,26
P002,user_9778,4,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Really good product,combination,tan,1.0,35
P002,user_5249,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,normal,medium,0.5,36
P002,user_5721,4,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Really good product,dry,light,1.0,15
P002,user_3500,4,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Really good product,combination,light,1.0,2
P002,user_9832,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,normal,deep,1.0,12
P002,user_4617,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,dry,medium,1.0,41
P002,user_8213,4,"Great product, worth every penny. My skin barrier has never felt stronger.",Really good product,dry,deep,1.0,33
P002,user_3466,4,"Great product, worth every penny. My skin barrier has never felt stronger. It's become a staple in my daily skincare routine.",Really good product,combination,deep,1.0,23
P002,user_3001,5,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Amazing!,normal,deep,1.0,29
P002,user_2879,5,My skin looks so plump and healthy! The fine lines around my eyes are fading.,Amazing!,oily,light,1.0,29
P002,user_8770,4,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Really good product,normal,fair,1.0,17
P002,user_6666,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,dry,fair,1.0,37
P002,user_7500,4,My skin is glowing after using this for a week. Highly recommend! It's become a staple in my daily skincare routine.,Really good product,normal,deep,1.0,19
P002,user_2924,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Really good product,dry,tan,1.0,27
P002,user_6203,4,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Really good product,combination,light,1.0,21
P002,user_3317,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,normal,medium,0.5,8
P002,user_5599,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,normal,fair,1.0,40
P002,user_5641,5,Absolutely love this! It makes my skin feel incredibly hydrated and soft.,Amazing!,combination,tan,1.0,38
P002,user_4585,4,Absolutely love this! It makes my skin feel incredibly hydrated and soft. It's become a staple in my daily skincare routine.,Really good product,combination,deep,1.0,6
P002,user_4169,5,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Amazing!,normal,medium,1.0,33
P002,user_2297,3,It's average. Didn't cause breakouts but didn't see massive results either. Average hydration.,It's okay,normal,deep,0.5,13
P002,user_4469,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,oily,medium,1.0,39
P002,user_8327,5,It cleared my acne and reduced the redness significantly. Will buy again. It's become a staple in my daily skincare routine.,Amazing!,oily,medium,1.0,26
P002,user_9941,5,My skin is glowing after using this for a week. Highly recommend!,Amazing!,normal,light,1.0,30
P002,user_6861,2,"It started pilling under my makeup and SPF, creating tiny white flakes.",Disappointed,dry,medium,0.0,28
P002,user_9219,5,My skin looks so plump and healthy! The fine lines around my eyes are fading. It's become a staple in my daily skincare routine.,Amazing!,normal,deep,1.0,42
P002,user_2867,5,"Great product, worth every penny. My skin barrier has never felt stronger.",Amazing!,normal,tan,1.0,24
P002,user_8251,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,oily,deep,1.0,19
P002,user_3405,5,The ingredients are amazing and it didn't irritate my sensitive skin. It's become a staple in my daily skincare routine.,Amazing!,normal,deep,1.0,3
P002,user_3016,4,Absorbs so quickly without leaving any greasy residue. Perfect for makeup base. It's become a staple in my daily skincare routine.,Really good product,combination,deep,1.0,28
P002,user_6880,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish. It's become a staple in my daily skincare routine.",Amazing!,oily,medium,1.0,0
P002,user_2959,5,"Wonderful product, my holy grail moisturizer. Gives a beautiful dewy finish.",Amazing!,normal,fair,1.0,20
P002,user_3145,4,It cleared my acne and reduced the redness significantly. Will buy again.,Really good product,normal,tan,1.0,44
